"from.gene"	"to.gene"	"im"
"Pou5f1.24.72h.max"	"Aes.48h"	0.0270969088786793
"Tbx5.48h"	"Hoxa9.48h"	0.0269931799008422
"Elf5.48h"	"Tbx5.48h"	0.026991666071117
"Mybl2.48h"	"Nr0b1.48h"	0.0269748012688989
"Smad4.48h"	"Suz12.48h"	0.0269591584857364
"Suz12.48h"	"Fem1b.48h"	0.0269473066253846
"Dppa3.48h"	"Meis2.48h"	0.0269048601602725
"Pou5f1.24.72h.max"	"Six1.48h"	0.0268973371111579
"Tcf3.48h"	"Gata2.48h"	0.0268474066693109
"Pdlim1.48h"	"Nrip1.48h"	0.0268239066766925
"Nsbp1.48h"	"Trpv2.48h"	0.0268208751261244
"Tcea3.48h"	"Whsc2.48h"	0.026806590291572
"Cbx8.48h"	"Ctnnb1.48h"	0.026803120721501
"Gata2.48h"	"Foxl2.48h"	0.0267845820032576
"Mbd3.48h"	"Ugp2.48h"	0.0267788931010456
"Gata2.48h"	"Dmrt1.48h"	0.0267529562037642
"Dlx3.48h"	"Nanog.48h"	0.0267398818500402
"Smad4.48h"	"Fhl2.48h"	0.0267397584514147
"Klf4.24.72h.max"	"Inppl1.48h"	0.0267308946817839
"Sox9.48h"	"Ostf1.48h"	0.0266797392261075
"Mybl2.48h"	"X4932441K18Rik.48h"	0.0266230817075201
"Cdyl.48h"	"Nupr1.48h"	0.0266021011172544
"Jarid2.48h"	"Suz12.48h"	0.0265997562929481
"Whsc2.48h"	"Mycn.48h"	0.0265898922927952
"Lass2.48h"	"Lhx2.48h"	0.0265652309215546
"Stat3.48h"	"Tcea3.48h"	0.0265538697305774
"Pou5f1.24.72h.max"	"Tcfcp2l1.48h"	0.026538118201768
"Myc.24.72h.max"	"Whsc2.48h"	0.026501889056751
"Sap30.48h"	"Meis2.48h"	0.0264241389238836
"Fosl2.48h"	"Jun.48h"	0.0264213767779635
"Zfand3.48h"	"Tcea3.48h"	0.0263869293677511
"T.24.72h.max"	"Ascl2.24.72h.max"	0.0263728025172207
"Nr5a2.48h"	"Atf3.48h"	0.0263675113680558
"Etv5.48h"	"Stat3.48h"	0.0263621348250086
"Etv3.48h"	"Ctnnb1.48h"	0.0263346133447596
"Eomes.48h"	"Hoxa9.48h"	0.0263067725892111
"Mbd3.48h"	"Etv1.48h"	0.0263061567569785
"T.24.72h.max"	"Dlx3.48h"	0.026247539728629
"X4932441K18Rik.48h"	"Rest.48h"	0.026236499923256
"Inppl1.48h"	"Tgm2.48h"	0.0262299977459657
"Ascl2.24.72h.max"	"Six1.48h"	0.0262297098421765
"Ctnnb1.48h"	"Rest.48h"	0.0262220490135804
"Nr2f2.48h"	"Zscan4c.48h"	0.0262159640499185
"Ctnnb1.48h"	"Pou5f1.24.72h.max"	0.0262154935411568
"Sfrs6.48h"	"Sox7.48h"	0.0262138620374996
"Sox2.24.72h.max"	"Klf3.48h"	0.0261960424652134
"Ell2.48h"	"Sox15.48h"	0.0261861170980809
"Inppl1.48h"	"Gata2.48h"	0.0261521538973106
"Dnmt3b.48h"	"Jarid2.48h"	0.0261396070697429
"Jun.48h"	"Gata2.48h"	0.0261241794859412
"Atf3.48h"	"Msc.48h"	0.0261049538936326
"Tuba1a.48h"	"Mettl5.48h"	0.0260696520035821
"Cdyl2.48h"	"Meis2.48h"	0.0260573995843233
"Dppa5a.48h"	"Zfand3.48h"	0.0260447457898791
"Grhl2.48h"	"Myc.24.72h.max"	0.0260208423980115
"Prickle1.48h"	"Ctbp2.48h"	0.0260177868181816
"Ctbp2.48h"	"Nanog.48h"	0.0260056515063073
"Jun.48h"	"Sox9.48h"	0.0259525111866863
"Tbx3.48h"	"Ctnnb1.48h"	0.0259270871790718
"Ash2L.48h"	"Fbxo15.48h"	0.0259015107654335
"Suz12.48h"	"Smad4.48h"	0.0259013564699384
"Hoxa2.48h"	"Ets1.48h"	0.0258479400711676
"Mettl5.48h"	"Tbx3.48h"	0.0258446352899702
"MyoD1.48h"	"Aff1.48h"	0.0257862881921905
"Fem1b.48h"	"Eed.48h"	0.0257611604735507
"X4932441K18Rik.48h"	"Ankrd22.48h"	0.0257532862169717
"Zfp57.48h"	"Tgif1.48h"	0.025751173323276
"Tgif1.48h"	"Sfrs6.48h"	0.0257098564454
"Tuba1a.48h"	"Smad4.48h"	0.0257061219740599
"Cdx2.24.72h.max"	"Jun.48h"	0.0256970302469542
"Gata2.48h"	"Jun.48h"	0.0256725579040263
"Pou5f1.24.72h.max"	"Sall4.48h"	0.0256247036823094
"Foxj2.48h"	"Dppa3.48h"	0.0256241021067114
"Id1.48h"	"Smad4.48h"	0.0255777806895234
"Gbx2.48h"	"Fhl2.48h"	0.0255167155119807
"Zfand3.48h"	"Eed.48h"	0.0255001680430641
"Ctbp2.48h"	"Aes.48h"	0.0254572747232329
"Foxc1.48h"	"Otx2.48h"	0.0254526337031972
"Esx1.24.72h.max"	"Cdx2.24.72h.max"	0.0254488975045633
"Esx1.24.72h.max"	"Sox9.48h"	0.0254421205549187
"Smad1.48h"	"Stat3.48h"	0.0254169403865431
"Jarid2.48h"	"Smad4.48h"	0.025411366609861
"Nanog.48h"	"Sall4.48h"	0.0254076309526869
"Nrip1.48h"	"Klf3.48h"	0.0253382194539063
"Fem1b.48h"	"Jmjd2c.48h"	0.0253259120784813
"Zic1.48h"	"Fgfbp1.48h"	0.0253228916705692
"Eomes.48h"	"Tbx5.48h"	0.0252947393838758
"Cdyl2.48h"	"Jmjd2c.48h"	0.0252716306165991
"Stat3.48h"	"Etv5.48h"	0.0252431226579214
"Ash2L.48h"	"Fem1b.48h"	0.025237464566801
"Stat3.48h"	"Id1.48h"	0.0252266805712602
"Meis2.48h"	"Cdyl2.48h"	0.0251985089450259
"Aes.48h"	"Stat3.48h"	0.0251979454267608
"Hoxa9.48h"	"Tbx5.48h"	0.0251366330507612
"Tcf3.48h"	"Dedd2.48h"	0.0251298546911477
"X4932441K18Rik.48h"	"Dppa3.48h"	0.0251281881401968
"Mbd3.48h"	"Trpv2.48h"	0.0251195372113529
"Rhox6.48h"	"Dppa3.48h"	0.0250900077091416
"T.24.72h.max"	"Bcl6.48h"	0.0250780366084
"Aff1.48h"	"Hmga2.48h"	0.0250777939148247
"Id1.48h"	"Tgif1.48h"	0.0250614479166079
"Rest.48h"	"Foxp3.48h"	0.0250454887603152
"Jarid2.48h"	"Nanog.48h"	0.0250442481420017
"Pou5f1.24.72h.max"	"Suz12.48h"	0.0250414874488449
"Sfrs6.48h"	"Tgif1.48h"	0.0250365936807251
"Ascl2.24.72h.max"	"Id3.48h"	0.0250316049018724
"Elf1.48h"	"Grhl2.48h"	0.025020695961021
"Elf1.48h"	"Zscan4c.48h"	0.0250095511921987
"Cdx2.24.72h.max"	"Esx1.24.72h.max"	0.0250086386580125
"Whsc2.48h"	"Suz12.48h"	0.024995273095087
"Mycn.48h"	"Lhx2.48h"	0.0249747125526541
"Tcea3.48h"	"Stat3.48h"	0.0249359825782859
"Zmat4.48h"	"Dppa3.48h"	0.0249348867672356
"Fbxo15.48h"	"Hsf2bp.48h"	0.0249325786288472
"Id1.48h"	"Rhox6.48h"	0.0249177995246663
"Suz12.48h"	"Rhox6.48h"	0.0248880829812242
"Eed.48h"	"Fem1b.48h"	0.02488117578414
"Jun.48h"	"Eomes.48h"	0.0248481867447102
"Sap30.48h"	"Nr0b1.48h"	0.02482608951413
"Aes.48h"	"X4932441K18Rik.48h"	0.0248105933466773
"Cbx8.48h"	"Sirt3.48h"	0.0248071594851928
"Aes.48h"	"Tuba1a.48h"	0.0247955669834419
"Sirt3.48h"	"Zic1.48h"	0.0247947841171258
"Nr0b1.48h"	"Sox2.24.72h.max"	0.0247903584464912
"Foxg1.48h"	"Zmat4.48h"	0.024786060876102
"Whsc2.48h"	"Foxj2.48h"	0.0247605669404624
"Id3.48h"	"X4932441K18Rik.48h"	0.0247556676148743
"Ctbp2.48h"	"Tbx5.48h"	0.0247476218831354
"Ctbp2.48h"	"Fem1b.48h"	0.0247345145214105
"Nrip1.48h"	"Dmrt1.48h"	0.0247209978799775
"Pou5f1.24.72h.max"	"Sox7.48h"	0.0247028745519586
"Gata3.24.72h.max"	"Tcfap2c.48h"	0.0246993737438577
"Cdx2.24.72h.max"	"Gata2.48h"	0.0246701880857784
"Sox2.24.72h.max"	"Atxn1.48h"	0.0246548032190432
"Hoxa9.48h"	"Six1.48h"	0.0246090811065823
"Atf3.48h"	"Tbx3.48h"	0.0246032331039161
"Aes.48h"	"Atf3.48h"	0.0245102815198203
"Klf4.24.72h.max"	"Foxp3.48h"	0.024507035032274
"Otx2.48h"	"Jun.48h"	0.0245028245147836
"Tgif1.48h"	"Mbd3.48h"	0.0244900449331811
"Rest.48h"	"Zfp57.48h"	0.0244476678277221
"Dnmt3b.48h"	"Zfand3.48h"	0.0244343533865507
"Nr2f2.48h"	"Sall4.48h"	0.0244309545015137
"Dmrt1.48h"	"Nrip1.48h"	0.0243996007733998
"Nkx2.5.48h"	"Jun.48h"	0.0243844103176908
"Bcl6.48h"	"T.24.72h.max"	0.0243483777262051
"Etv1.48h"	"Pdlim1.48h"	0.0243414392410468
"Tgif1.48h"	"Id3.48h"	0.0243378100929101
"Ctbp2.48h"	"Stat3.48h"	0.0243258159364303
"Smad6.48h"	"Sox11.48h"	0.024268981454513
"Sap30.48h"	"Tgif1.48h"	0.0242587705535632
"Sap30.48h"	"Foxg1.48h"	0.0242351290277206
"Inppl1.48h"	"Aff1.48h"	0.0242205704667386
"Cdyl.48h"	"Dppa3.48h"	0.0241674120463863
"Cdyl2.48h"	"Sap30.48h"	0.0241419636124886
"Klf4.24.72h.max"	"Gbx2.48h"	0.0241384083278614
"Dlx3.48h"	"Gata2.48h"	0.0241374578359479
"Sox11.48h"	"Ctbp2.48h"	0.0241274005661149
"Atf3.48h"	"Dnmt3b.48h"	0.0241231970790495
"Tgif1.48h"	"Mef2c.48h"	0.0241104467669447
"Sox9.48h"	"Ets1.48h"	0.0240933489441905
"Prickle1.48h"	"Dmrt1.48h"	0.0240921013303896
"Foxp3.48h"	"Gbx2.48h"	0.0240777489337174
"Lhx2.48h"	"Mycn.48h"	0.0240610028537482
"Cdx2.24.72h.max"	"Jarid2.48h"	0.0240530554048902
"Klf4.24.72h.max"	"Cdx2.24.72h.max"	0.0240481216866378
"Jun.48h"	"Nrip1.48h"	0.0240448673932143
"Smad4.48h"	"Tgm2.48h"	0.0240447454016509
"Gata3.24.72h.max"	"Aff1.48h"	0.0240369643746703
"Jun.48h"	"Sub1.48h"	0.0240288367807708
"Ascl1.24.72h.max"	"Foxl2.48h"	0.0240207547002781
"Jun.48h"	"Etv1.48h"	0.0240044503506285
"Eed.48h"	"Sfpi1.48h"	0.0239929676476379
"Dnmt3b.48h"	"Stat3.48h"	0.0239861260812203
"Foxl2.48h"	"Ascl1.24.72h.max"	0.0239805671738851
"Tcf3.48h"	"Prickle1.48h"	0.0239511381671096
"Cdyl.48h"	"Trpv2.48h"	0.0239351289244659
"Eed.48h"	"Zfand3.48h"	0.0239114445066687
"Jarid1a.48h"	"Hnf4a.48h"	0.0239017981454821
"Pou5f1.24.72h.max"	"Ctnnb1.48h"	0.023901188930187
"Ets1.48h"	"Sox11.48h"	0.0238982947976313
"Dedd2.48h"	"Zmat4.48h"	0.0238445834758971
"X4932441K18Rik.48h"	"Meis2.48h"	0.023827808491891
"Otx1.48h"	"Otx2.48h"	0.0238263659344015
"Mbd3.48h"	"Tcl1.48h"	0.0238221586444569
"Foxl2.48h"	"Nkx2.5.48h"	0.0238086277466362
"Foxc1.48h"	"Jun.48h"	0.0237876465133608
"Id1.48h"	"Dppa5a.48h"	0.023783482514472
"Fem1b.48h"	"Ash2L.48h"	0.0237822789840258
"Tcf3.48h"	"Lass2.48h"	0.0237511847844281
"Smad4.48h"	"Rest.48h"	0.0237506722382816
"Eed.48h"	"Dnmt3b.48h"	0.0237418811951764
"Gata3.24.72h.max"	"Myc.24.72h.max"	0.0237360505286988
"Gbx2.48h"	"Nsbp1.48h"	0.0237264403040361
"Tcf3.48h"	"Klf3.48h"	0.0237217280124633
"Rest.48h"	"Prickle1.48h"	0.0237068758067611
"Sub1.48h"	"Irf2.48h"	0.0237033547351519
"Dppa5a.48h"	"Mettl5.48h"	0.0236986242043538
"Mbd3.48h"	"Tgif1.48h"	0.0236655688937587
"Rxra.48h"	"Six1.48h"	0.0236654216507859
"Tgif1.48h"	"Sap30.48h"	0.0236564581210554
"Inppl1.48h"	"Arnt2.48h"	0.0236251562509071
"Batf3.48h"	"Stra13.48h"	0.0236210310008118
"Rhox6.48h"	"Suz12.48h"	0.0236001477722917
"Hoxa9.48h"	"Mkrn1.48h"	0.023584555467441
"Nrip1.48h"	"Esx1.24.72h.max"	0.0235636775787149
"Fhl2.48h"	"Foxp3.48h"	0.0235597982720366
"Nanog.48h"	"Hoxa9.48h"	0.0234776096386585
"Dppa5a.48h"	"Pou5f1.24.72h.max"	0.023465239550325
"Tuba1a.48h"	"Id1.48h"	0.0234224930164959
"Rest.48h"	"Etv5.48h"	0.0233805996181794
"Rxra.48h"	"Tcfap2c.48h"	0.0233688143251952
"Sox9.48h"	"Jun.48h"	0.0233406363205952
"T.24.72h.max"	"Sox2.24.72h.max"	0.0233388463426382
"Gata3.24.72h.max"	"Otx1.48h"	0.0233317775597658
"Nanog.48h"	"Dlx3.48h"	0.0233228477792592
"Gadd45a.48h"	"Otx1.48h"	0.0233223538056435
"Dmrt1.48h"	"Foxc1.48h"	0.0233076617970989
"Nr2f1.48h"	"Bcl6.48h"	0.0233000719520698
"Prickle1.48h"	"Foxl2.48h"	0.0232975251335015
"Foxl2.48h"	"Gbx2.48h"	0.02328896143444
"Prickle1.48h"	"Ets1.48h"	0.0232877552859118
"Batf3.48h"	"Cbx8.48h"	0.02328017988506
"Rhox6.48h"	"Jmjd2c.48h"	0.0232708783620004
"Eomes.48h"	"Nanog.48h"	0.0232475202601549
"Suz12.48h"	"Id1.48h"	0.0232066128072564
"Tuba1a.48h"	"Zfand3.48h"	0.0232028958732593
"Esx1.24.72h.max"	"Gata3.24.72h.max"	0.0231986559904858
"Esx1.24.72h.max"	"Jun.48h"	0.0231911534791852
"Gadd45a.48h"	"Fhl2.48h"	0.0231745028627809
"Sirt3.48h"	"Sox11.48h"	0.0231701064463761
"Hmga2.48h"	"Aff1.48h"	0.0231053706260881
"Nupr1.48h"	"Mybl2.48h"	0.0230530433341702
"Nkx2.5.48h"	"Eomes.48h"	0.0230326689447794
"Dlx3.48h"	"Aff1.48h"	0.0230146128575872
"Dnmt3b.48h"	"Eed.48h"	0.0229912399846045
"Dedd2.48h"	"Dppa3.48h"	0.0229840592145217
"Six1.48h"	"Dppa3.48h"	0.0229815007964292
"Otx2.48h"	"Nrip1.48h"	0.0229769475579144
"Jarid1a.48h"	"Arnt2.48h"	0.022969697777233
"Eomes.48h"	"Nr2f2.48h"	0.0229665090400343
"Ascl1.24.72h.max"	"Sox9.48h"	0.0229574703966323
"Klf3.48h"	"Gadd45a.48h"	0.0229546136011528
"Prickle1.48h"	"Sox9.48h"	0.0229455738051649
"Cbx8.48h"	"Batf3.48h"	0.022945500665996
"Nupr1.48h"	"Whsc2.48h"	0.0229450797659444
"Sap30.48h"	"Rxra.48h"	0.0229080761987984
"Otx2.48h"	"Foxc1.48h"	0.0228907650769847
"Tcf3.48h"	"Ets1.48h"	0.0228242284426202
"Ankrd22.48h"	"Nsbp1.48h"	0.0228209663811964
"Ets1.48h"	"Sox9.48h"	0.0227835919414134
"Aes.48h"	"Tgm2.48h"	0.0227779032963506
"Ascl2.24.72h.max"	"Msc.48h"	0.022775520728219
"Pou5f1.24.72h.max"	"Mef2c.48h"	0.0227543794800223
"Pou5f1.24.72h.max"	"Tbx5.48h"	0.0227430800259324
"Ctbp2.48h"	"Dnmt3b.48h"	0.0227230169477023
"Klf9.48h"	"Irf2.48h"	0.0227122436289516
"Zmat4.48h"	"Foxa1.48h"	0.0227119307642605
"Stat3.48h"	"Cbx8.48h"	0.0227018534299069
"Mybl2.48h"	"Sirt3.48h"	0.0226958907744786
"Jun.48h"	"Hnf4a.48h"	0.0226854658667638
"Ostf1.48h"	"Tgm2.48h"	0.0226696560172364
"Sap30.48h"	"Ugp2.48h"	0.022648585466964
"Fhl2.48h"	"Sfrs6.48h"	0.022631463133778
"Ugp2.48h"	"Aes.48h"	0.0226142831686115
"Sap30.48h"	"Hoxa2.48h"	0.0226000353394046
"Elf1.48h"	"Gata3.24.72h.max"	0.0225824804369204
"Tcfcp2l1.48h"	"Hoxa9.48h"	0.0225784047914551
"Jarid1a.48h"	"Foxn3.48h"	0.0225554907823957
"Jmjd2c.48h"	"Atf3.48h"	0.0225544189865586
"MyoD1.48h"	"Msc.48h"	0.0225390400847147
"Eomes.48h"	"MyoD1.48h"	0.0225304690991868
"Tcfcp2l1.48h"	"Hesx1.48h"	0.0225175087342273
"Aes.48h"	"Trpv2.48h"	0.0225102972163475
"Gata3.24.72h.max"	"Esx1.24.72h.max"	0.0225029869684918
"Ugp2.48h"	"Sap30.48h"	0.022494847319022
"Smad1.48h"	"Gadd45a.48h"	0.0224926722053235
"Dnmt3b.48h"	"Whsc2.48h"	0.0224838134244561
"Ascl1.24.72h.max"	"Id3.48h"	0.0224706917821005
"Mef2c.48h"	"Hesx1.48h"	0.022451246476858
"Tcfap2c.48h"	"MyoD1.48h"	0.022434295507816
"Foxl2.48h"	"Prickle1.48h"	0.0224072065416096
"Cdyl2.48h"	"Etv3.48h"	0.0223743119516228
"Aes.48h"	"Suz12.48h"	0.0223709685964902
"Stra13.48h"	"Sirt3.48h"	0.0223407926963842
"Ugp2.48h"	"Sall4.48h"	0.022336446678423
"Tgm2.48h"	"Prickle1.48h"	0.0223158701490262
"Cdyl.48h"	"Mettl5.48h"	0.0222952683913468
"Ctbp2.48h"	"Tgif1.48h"	0.0222784553986569
"Tbx5.48h"	"Elf5.48h"	0.0222729677206364
"Sirt3.48h"	"Mybl2.48h"	0.0222613290438969
"Smad4.48h"	"Eed.48h"	0.0222563811453505
"Dppa5a.48h"	"Sall4.48h"	0.0222553072414861
"Mycn.48h"	"Tcl1.48h"	0.0222222302315752
"Tbx5.48h"	"Six1.48h"	0.0222065526341767
"Jun.48h"	"Otx2.48h"	0.0222021120856995
"Tbx3.48h"	"Whsc2.48h"	0.0221642233897257
"Eomes.48h"	"Aff1.48h"	0.0221553679886796
"Etv1.48h"	"Nkx2.5.48h"	0.0221499993708194
"Nkx2.5.48h"	"T.24.72h.max"	0.0221392658388213
"Otx2.48h"	"Otx1.48h"	0.0221380648913881
"Stat3.48h"	"Eed.48h"	0.0221118004679959
"Tgif1.48h"	"Id1.48h"	0.0220939190511858
"Ascl2.24.72h.max"	"Otx1.48h"	0.0220894526331394
"Jarid2.48h"	"Cdx2.24.72h.max"	0.022085530946741
"Tcfcp2l1.48h"	"Sox11.48h"	0.0220842707239817
"Id3.48h"	"Sfrs6.48h"	0.0220484927588599
"Arnt2.48h"	"Fbxo15.48h"	0.0220102592707626
"Otx2.48h"	"Etv1.48h"	0.022000330773178
"Jarid1a.48h"	"Ugp2.48h"	0.0219985405784715
"Nr0b1.48h"	"Tbx3.48h"	0.0219889294240854
"Gata2.48h"	"Tcfap2c.48h"	0.0219719637230859
"Hoxa2.48h"	"Ugp2.48h"	0.0219619383248988
"Eomes.48h"	"Myc.24.72h.max"	0.0219364476809356
"Aes.48h"	"Ell2.48h"	0.0219227760859077
"Eomes.48h"	"Gata3.24.72h.max"	0.0219202511049496
"Sox11.48h"	"Ets1.48h"	0.0219051362054736
"Sfrs6.48h"	"Fhl2.48h"	0.0219042249066065
"Aff1.48h"	"Inppl1.48h"	0.021903846099506
"Atf3.48h"	"Jmjd2c.48h"	0.0219021223488145
"Sox9.48h"	"Prickle1.48h"	0.021894234748144
"Tcfcp2l1.48h"	"Nrip1.48h"	0.0218936919040588
"Cdx2.24.72h.max"	"Sox9.48h"	0.0218799436553743
"Smad7.48h"	"Sox2.24.72h.max"	0.0218767095723123
"Bcl6.48h"	"Ankrd22.48h"	0.0218448107536226
"Sub1.48h"	"Jarid1a.48h"	0.0218148276415584
"Jun.48h"	"Dmrt1.48h"	0.0217916496074125
"Myc.24.72h.max"	"Lhx2.48h"	0.0217712437782112
"Ascl2.24.72h.max"	"T.24.72h.max"	0.0217699017164953
"Foxl2.48h"	"Cdx2.24.72h.max"	0.0217615639062028
"Fhl2.48h"	"Gbx2.48h"	0.0217580635080047
"Lhx2.48h"	"Lass2.48h"	0.0217427932853861
"Zfp57.48h"	"Fbxo15.48h"	0.0217282784457251
"Hesx1.48h"	"Zic1.48h"	0.021727441645485
"Tgm2.48h"	"Smad4.48h"	0.021710597901981
"Tcfap2c.48h"	"Hoxa9.48h"	0.0216911088439793
"Ankrd22.48h"	"Rest.48h"	0.0216573473298791
"Sub1.48h"	"Mef2c.48h"	0.0216207384002734
"Pou5f1.24.72h.max"	"Sfrs6.48h"	0.0216127917141267
"Foxj2.48h"	"Tuba1a.48h"	0.0216103528035757
"Tcf3.48h"	"Ostf1.48h"	0.0216090734685498
"Smad4.48h"	"Klf4.24.72h.max"	0.0215904655978102
"MyoD1.48h"	"Tcfap2c.48h"	0.021551456500159
"Mybl2.48h"	"Tbx3.48h"	0.0215366526047879
"Etv5.48h"	"Dnmt3b.48h"	0.0215322206600934
"Mycn.48h"	"Nr2f2.48h"	0.0215165846937057
"Rhox6.48h"	"Mettl5.48h"	0.0215054176053786
"Ash2L.48h"	"Cbx8.48h"	0.0215049570228581
"Myc.24.72h.max"	"Foxj2.48h"	0.0214949789400774
"Eed.48h"	"Atf3.48h"	0.021493424561449
"Nr0b1.48h"	"Sox7.48h"	0.0214901807133063
"Foxl2.48h"	"Sub1.48h"	0.0214745366934548
"Ostf1.48h"	"Foxn3.48h"	0.0214670356641696
"Sall4.48h"	"Ugp2.48h"	0.0214663009096133
"Suz12.48h"	"Dppa5a.48h"	0.0214312213524221
"Ascl1.24.72h.max"	"Tcf3.48h"	0.0214112782783145
"Tuba1a.48h"	"Sox11.48h"	0.0213716254290977
"Arnt2.48h"	"Inppl1.48h"	0.0213707762861287
"Mycn.48h"	"Mettl5.48h"	0.0213679178521551
"Zfp57.48h"	"Aff1.48h"	0.0213649864604178
"Tcfap2c.48h"	"Eomes.48h"	0.0213612295053057
"Cdyl2.48h"	"Hesx1.48h"	0.0213608248829936
"Etv3.48h"	"Sox2.24.72h.max"	0.0213436091242911
"Tuba1a.48h"	"Eed.48h"	0.0213412169664695
"Esx1.24.72h.max"	"T.24.72h.max"	0.0213405209523454
"Jarid2.48h"	"Dnmt3b.48h"	0.0213026340455101
"Nrip1.48h"	"Sfrs6.48h"	0.0212703918365481
"Ascl2.24.72h.max"	"Nr2f1.48h"	0.0212652565269211
"Gbx2.48h"	"Klf4.24.72h.max"	0.0212506199676733
"Esx1.24.72h.max"	"Hnf4a.48h"	0.0212414498355764
"Klf4.24.72h.max"	"Gata3.24.72h.max"	0.0212256349595337
"Pou5f1.24.72h.max"	"Smad1.48h"	0.0212175460884572
"Prickle1.48h"	"Foxg1.48h"	0.021215193702671
"Tgm2.48h"	"Jarid1a.48h"	0.0212146513933808
"Ctnnb1.48h"	"Etv5.48h"	0.0212091582917143
"Mybl2.48h"	"Stra13.48h"	0.0211996849774598
"Dlx3.48h"	"Cdx2.24.72h.max"	0.0211981927590036
"Ctbp2.48h"	"Zfand3.48h"	0.0211935989112675
"Foxp3.48h"	"T.24.72h.max"	0.0211912296250661
"Atf3.48h"	"Dppa5a.48h"	0.0211719704081516
"Foxl2.48h"	"Foxp3.48h"	0.0211646406622116
"Foxg1.48h"	"Hesx1.48h"	0.0211478771010935
"Mettl5.48h"	"Tcl1.48h"	0.0211428408110854
"Mybl2.48h"	"Sox2.24.72h.max"	0.021141640394606
"Tbx5.48h"	"Etv3.48h"	0.0211367113573995
"Sox11.48h"	"Zscan4c.48h"	0.0211282624310502
"Klf4.24.72h.max"	"Dlx3.48h"	0.0211233117266652
"Id1.48h"	"Pou5f1.24.72h.max"	0.021112377683186
"Etv3.48h"	"Dnmt3b.48h"	0.0211098523400782
"Dnmt3b.48h"	"Aes.48h"	0.0211002322941298
"Etv5.48h"	"Atf3.48h"	0.0210926583715364
"Mettl5.48h"	"Atf3.48h"	0.0210871488513632
"Nkx2.5.48h"	"Ascl2.24.72h.max"	0.0210820513362008
"Cbx8.48h"	"Smad1.48h"	0.0210769627089649
"Nr2f1.48h"	"Dedd2.48h"	0.0210273105034168
"Zscan4c.48h"	"Tcfap2c.48h"	0.021018676169463
"Foxc1.48h"	"Nkx2.5.48h"	0.0210071684715317
"Ostf1.48h"	"Smad1.48h"	0.020999853366633
"Jun.48h"	"Foxc1.48h"	0.0209906451680201
"Lhx2.48h"	"Dlx3.48h"	0.0209855615461357
"Tgif1.48h"	"Zfp57.48h"	0.0209775602846968
"Ascl2.24.72h.max"	"Gbx2.48h"	0.0209603699854091
"Fbxo15.48h"	"Mkrn1.48h"	0.0209547615335978
"Dlx3.48h"	"Nr2f1.48h"	0.0209536011046225
"Nanog.48h"	"Cdx2.24.72h.max"	0.0209512899531951
"Grhl2.48h"	"Nr5a2.48h"	0.020948580535861
"Zic1.48h"	"Sox7.48h"	0.0209288816389819
"Ugp2.48h"	"Jarid1a.48h"	0.0209260594195457
"Etv3.48h"	"Fem1b.48h"	0.0209186005678733
"Eed.48h"	"Suz12.48h"	0.020911230513783
"Etv5.48h"	"Pou5f1.24.72h.max"	0.020892826596512
"Foxc1.48h"	"Dedd2.48h"	0.0208871759582414
"Arnt2.48h"	"Stra13.48h"	0.0208798342031814
"Jmjd2c.48h"	"Fem1b.48h"	0.0208731644986705
"Hsf2bp.48h"	"Nupr1.48h"	0.0208498909337917
"Fbxo15.48h"	"Grhl2.48h"	0.0208426470084164
"Tcea3.48h"	"Zfand3.48h"	0.0208246743646797
"Etv5.48h"	"Batf3.48h"	0.0208169156424751
"Hoxa9.48h"	"Ash2L.48h"	0.0207884915941875
"Smad6.48h"	"Prickle1.48h"	0.0207791293708859
"T.24.72h.max"	"Foxp3.48h"	0.0207743035301163
"Stra13.48h"	"Ascl1.24.72h.max"	0.0207734695554214
"Ostf1.48h"	"Mkrn1.48h"	0.0207655862943245
"Tuba1a.48h"	"Foxj2.48h"	0.0207601701404865
"MyoD1.48h"	"Grhl2.48h"	0.020743008810009
"Pou5f1.24.72h.max"	"Ets1.48h"	0.020720295899071
"Sub1.48h"	"X4932441K18Rik.48h"	0.0207179539798051
"X4932441K18Rik.48h"	"Tgif1.48h"	0.0206913422215304
"Cdx2.24.72h.max"	"Dlx3.48h"	0.0206858608355295
"Otx1.48h"	"Gadd45a.48h"	0.02067596079842
"Foxp3.48h"	"Tgm2.48h"	0.0206711789086253
"Dedd2.48h"	"Zfand3.48h"	0.020665989259576
"Sfrs6.48h"	"Zic1.48h"	0.0206642213968775
"Trpv2.48h"	"Irf2.48h"	0.0206588793140138
"Myc.24.72h.max"	"Bcl6.48h"	0.0206412249257184
"Smad1.48h"	"Tcea3.48h"	0.020637731424937
"Prickle1.48h"	"Ankrd22.48h"	0.0206342569534651
"Rest.48h"	"X4932441K18Rik.48h"	0.0206337260301218
"Ankrd22.48h"	"Arnt2.48h"	0.0206304554216542
"Gadd45a.48h"	"Klf3.48h"	0.0206277598361563
"Nrip1.48h"	"Ets1.48h"	0.020578742598821
"Pou5f1.24.72h.max"	"Otx2.48h"	0.0205549673665099
"Grhl2.48h"	"Gata2.48h"	0.0205393585905383
"Mettl5.48h"	"Dppa3.48h"	0.0205389017953054
"Sox7.48h"	"Zic1.48h"	0.0205169509669765
"Hsf2bp.48h"	"Foxa1.48h"	0.0205139129386813
